SERIALNO,PWGTP,ST,hourly,employed,empgov_fed,empgov_st,empgov_loc,wkhours,wks,wage12,age,agesq,male,nochildren,ndep_kid,ndep_old,ltHS,someHS,HSgrad,someCol,BA,GradSch,noHSdegree,BAplus,faminc,lnfaminc,married,partner,separated,divorced,widowed,nevermarried,native,asian,black,white,other,hisp,ESR,COW
2011000000097,14,25,0,0.0,0.0,0.0,0.0,50.0,7.0,13994.390766858576,58,3364,0,0,0.0,1.0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,1,0,0,0,1,0,0,3.0,2.0
2011000000097,22,25,0,0.0,0.0,0.0,0.0,25.0,20.0,14405.990495295593,69,4761,0,0,0.0,1.0,0,0,0,1,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,6.0,1.0
2011000000098,19,25,1,0.0,0.0,0.0,0.0,40.0,7.0,2263.7985064035934,19,361,0,0,,,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,3.0,1.0
2011000000133,15,25,0,1.0,0.0,0.0,0.0,50.0,51.0,92609.93889832881,49,2401,1,0,0.0,0.0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0
2011000000205,13,25,0,1.0,0.0,0.0,0.0,40.0,51.0,49391.967412442034,36,1296,1,0,2.0,0.0,0,0,1,0,0,0,0,0,116276.92328345729,11.66372989477216,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000000205,12,25,0,1.0,0.0,0.0,0.0,40.0,51.0,66884.95587101525,35,1225,0,0,2.0,0.0,0,0,0,0,1,0,0,1,116276.92328345729,11.66372989477216,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000000205,11,25,1,,,,,,,,8,64,1,0,2.0,0.0,1,0,0,0,0,0,1,0,116276.92328345729,11.66372989477216,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000205,14,25,1,,,,,,,,3,9,0,0,2.0,0.0,1,0,0,0,0,0,1,0,116276.92328345729,11.66372989477216,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000294,17,25,1,1.0,0.0,0.0,0.0,40.0,51.0,87464.94229286611,30,900,0,0,0.0,0.0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000000294,20,25,0,1.0,0.0,0.0,0.0,40.0,43.5,20579.98642185085,38,1444,1,0,0.0,0.0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000000501,28,25,0,0.0,0.0,1.0,0.0,,,0.0,31,961,1,0,,,0,0,0,0,0,1,0,1,,,0,1,0,0,0,0,0,1,0,0,0,0,6.0,4.0
2011000000563,19,25,1,1.0,0.0,0.0,0.0,50.0,51.0,92609.93889832881,49,2401,1,0,2.0,0.0,0,0,0,0,1,0,0,1,188306.87575993527,12.145828228901241,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000000563,20,25,0,1.0,0.0,0.0,0.0,50.0,51.0,92609.93889832881,49,2401,0,0,2.0,0.0,0,0,0,1,0,0,0,0,188306.87575993527,12.145828228901241,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000000563,18,25,1,,,,,,,,14,196,1,0,2.0,0.0,1,0,0,0,0,0,1,0,188306.87575993527,12.145828228901241,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000563,17,25,1,,,,,,,,11,121,1,0,2.0,0.0,1,0,0,0,0,0,1,0,188306.87575993527,12.145828228901241,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000593,17,25,0,1.0,0.0,0.0,0.0,40.0,51.0,36014.97623823898,34,1156,0,1,0.0,0.0,0,0,0,0,0,1,0,1,44967.270331744105,10.713690178161364,0,0,0,0,0,1,0,0,1,0,0,0,1.0,2.0
2011000000593,13,25,0,0.0,0.0,0.0,0.0,,,0.0,55,3025,0,1,0.0,0.0,0,1,0,0,0,0,1,0,44967.270331744105,10.713690178161364,0,0,0,0,0,1,0,0,1,0,0,0,6.0,6.0
2011000000618,12,25,0,1.0,0.0,0.0,0.0,40.0,51.0,102899.93210925424,37,1369,1,0,4.0,0.0,0,0,0,1,0,0,0,0,110617.42701744831,11.613832923627537,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000000618,10,25,1,1.0,0.0,0.0,1.0,15.0,33.0,7717.494908194068,37,1369,0,0,4.0,0.0,0,0,0,0,1,0,0,1,110617.42701744831,11.613832923627537,1,0,0,0,0,0,0,0,0,1,0,0,1.0,3.0
2011000000618,10,25,1,0.0,,,,,,0.0,17,289,0,0,4.0,0.0,0,1,0,0,0,0,1,0,110617.42701744831,11.613832923627537,0,0,0,0,0,1,0,0,0,1,0,0,6.0,
2011000000618,10,25,1,0.0,,,,,,0.0,16,256,0,0,4.0,0.0,0,1,0,0,0,0,1,0,110617.42701744831,11.613832923627537,0,0,0,0,0,1,0,0,0,1,0,0,6.0,
2011000000618,11,25,1,,,,,,,,13,169,0,0,4.0,0.0,1,0,0,0,0,0,1,0,110617.42701744831,11.613832923627537,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000618,10,25,1,,,,,,,,12,144,1,0,4.0,0.0,1,0,0,0,0,0,1,0,110617.42701744831,11.613832923627537,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000670,8,25,0,1.0,0.0,1.0,0.0,40.0,51.0,66884.95587101525,50,2500,1,0,2.0,0.0,0,0,1,0,0,0,0,0,168241.3889986307,12.033155066397129,1,0,0,0,0,0,0,0,0,1,0,0,1.0,4.0
2011000000670,6,25,0,1.0,0.0,0.0,0.0,50.0,51.0,97754.93550379152,48,2304,0,0,2.0,0.0,0,0,0,0,0,1,0,1,168241.3889986307,12.033155066397129,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000000670,8,25,1,1.0,0.0,0.0,0.0,13.0,7.0,3601.4976238238983,19,361,0,0,2.0,0.0,0,0,0,1,0,0,0,0,168241.3889986307,12.033155066397129,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000000670,5,25,1,0.0,0.0,0.0,0.0,,,0.0,16,256,1,0,2.0,0.0,0,1,0,0,0,0,1,0,168241.3889986307,12.033155066397129,0,0,0,0,0,1,0,0,0,1,0,0,3.0,9.0
2011000000670,6,25,1,,,,,,,,11,121,1,0,2.0,0.0,1,0,0,0,0,0,1,0,168241.3889986307,12.033155066397129,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000677,8,25,1,1.0,0.0,0.0,1.0,40.0,51.0,64826.95722883017,40,1600,1,0,1.0,0.0,0,0,0,0,0,1,0,1,245725.03787689912,12.411968457578268,1,0,0,0,0,0,0,0,0,1,0,0,1.0,3.0
2011000000677,8,25,0,1.0,0.0,0.0,0.0,60.0,51.0,180074.8811911949,38,1444,0,0,1.0,0.0,0,0,0,0,0,1,0,1,245725.03787689912,12.411968457578268,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000000677,8,25,1,,,,,,,,2,4,0,0,1.0,0.0,0,0,0,0,0,0,0,0,245725.03787689912,12.411968457578268,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000677,11,25,1,0.0,,,,,,0.0,61,3721,0,0,1.0,0.0,0,0,0,0,1,0,0,1,245725.03787689912,12.411968457578268,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000000694,11,25,0,1.0,0.0,1.0,0.0,50.0,48.5,63797.957907737626,39,1521,1,0,3.0,0.0,0,0,0,0,0,1,0,1,63900.85783984688,11.065088064999253,1,0,0,0,0,0,0,0,0,1,0,0,1.0,4.0
2011000000694,12,25,0,0.0,0.0,0.0,1.0,,,0.0,42,1764,0,0,3.0,0.0,0,0,0,0,0,1,0,1,63900.85783984688,11.065088064999253,1,0,0,0,0,0,0,0,0,1,0,0,6.0,3.0
2011000000694,10,25,1,,,,,,,,10,100,0,0,3.0,0.0,1,0,0,0,0,0,1,0,63900.85783984688,11.065088064999253,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000694,10,25,1,,,,,,,,7,49,0,0,3.0,0.0,1,0,0,0,0,0,1,0,63900.85783984688,11.065088064999253,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000694,14,25,1,,,,,,,,6,36,1,0,3.0,0.0,1,0,0,0,0,0,1,0,63900.85783984688,11.065088064999253,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000747,10,25,0,1.0,0.0,0.0,0.0,16.0,33.0,4115.99728437017,60,3600,0,0,0.0,0.0,0,0,0,1,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0
2011000000765,11,25,0,0.0,,,,,,0.0,77,5929,0,0,,,0,1,0,0,0,0,1,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000000772,7,25,0,0.0,0.0,0.0,0.0,,,0.0,63,3969,0,0,0.0,0.0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,1,0,0,0,1,0,0,6.0,1.0
2011000000796,56,25,1,0.0,,,,,,0.0,52,2704,0,0,1.0,0.0,0,1,0,0,0,0,1,0,12965.391445766034,9.470038890017253,0,0,0,0,0,1,0,0,0,1,0,1,6.0,
2011000000796,65,25,1,,,,,,,,8,64,0,0,1.0,0.0,1,0,0,0,0,0,1,0,12965.391445766034,9.470038890017253,0,0,0,0,0,1,0,0,0,1,0,1,,
2011000000886,7,25,0,1.0,0.0,0.0,0.0,60.0,51.0,30869.97963277627,39,1521,1,0,,,0,0,0,0,0,1,0,1,,,0,1,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000000919,13,25,0,0.0,,,,,,0.0,71,5041,1,0,0.0,2.0,1,0,0,0,0,0,1,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000000919,13,25,0,0.0,,,,,,0.0,74,5476,0,0,0.0,2.0,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000000921,25,25,0,0.0,0.0,0.0,0.0,,,0.0,69,4761,1,1,0.0,2.0,0,0,0,0,0,1,0,1,67502.35546367078,11.119917772009865,1,0,0,0,0,0,0,0,0,1,0,0,6.0,1.0
2011000000921,23,25,1,0.0,0.0,0.0,0.0,12.0,7.0,16052.38940904366,68,4624,0,1,0.0,2.0,0,0,0,1,0,0,0,0,67502.35546367078,11.119917772009865,1,0,0,0,0,0,0,0,0,1,0,0,6.0,1.0
2011000000954,19,25,1,1.0,0.0,0.0,0.0,40.0,7.0,360.14976238238984,20,400,0,0,2.0,0.0,0,1,0,0,0,0,1,0,360.14976238238984,5.886519951561143,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0
2011000000954,22,25,1,,,,,,,,3,9,0,0,2.0,0.0,1,0,0,0,0,0,1,0,360.14976238238984,5.886519951561143,0,1,0,0,0,0,0,0,0,0,0,1,,
2011000000954,32,25,1,,,,,,,,1,1,1,0,2.0,0.0,0,0,0,0,0,0,0,0,360.14976238238984,5.886519951561143,0,1,0,0,0,0,0,0,0,0,0,1,,
2011000000954,32,25,1,1.0,0.0,0.0,0.0,40.0,51.0,51449.96605462712,29,841,1,0,2.0,0.0,0,0,1,0,0,0,0,0,360.14976238238984,5.886519951561143,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0
2011000000960,22,25,0,0.0,,,,,,0.0,70,4900,1,1,0.0,2.0,0,0,1,0,0,0,0,0,114630.52436970922,11.649469403553004,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000000960,20,25,1,0.0,,,,,,0.0,71,5041,0,1,0.0,2.0,0,0,1,0,0,0,0,0,114630.52436970922,11.649469403553004,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000000960,23,25,1,1.0,0.0,0.0,0.0,40.0,51.0,28811.980990591186,50,2500,1,1,0.0,2.0,0,0,0,1,0,0,0,0,114630.52436970922,11.649469403553004,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000000976,12,25,0,1.0,0.0,0.0,0.0,40.0,51.0,69971.95383429289,42,1764,1,0,4.0,0.0,0,0,0,0,1,0,0,1,76145.94976084813,11.24040716926399,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000000976,12,25,0,0.0,,,,,,0.0,41,1681,0,0,4.0,0.0,0,0,0,0,0,1,0,1,76145.94976084813,11.24040716926399,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000000976,14,25,1,,,,,,,,12,144,0,0,4.0,0.0,1,0,0,0,0,0,1,0,76145.94976084813,11.24040716926399,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000976,14,25,1,,,,,,,,12,144,0,0,4.0,0.0,1,0,0,0,0,0,1,0,76145.94976084813,11.24040716926399,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000976,14,25,1,,,,,,,,11,121,0,0,4.0,0.0,1,0,0,0,0,0,1,0,76145.94976084813,11.24040716926399,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000000976,14,25,1,,,,,,,,6,36,1,0,4.0,0.0,1,0,0,0,0,0,1,0,76145.94976084813,11.24040716926399,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001012,12,25,0,1.0,0.0,0.0,0.0,50.0,51.0,43217.97148588678,59,3481,1,1,0.0,1.0,0,0,1,0,0,0,0,0,95573.45694307533,11.467650413449457,1,0,0,0,0,0,0,0,0,1,0,0,1.0,7.0
2011000001012,13,25,1,1.0,0.0,0.0,0.0,25.0,51.0,16978.48879802695,53,2809,0,1,0.0,1.0,0,1,0,0,0,0,1,0,95573.45694307533,11.467650413449457,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000001012,17,25,1,0.0,,,,,,0.0,82,6724,0,1,0.0,1.0,1,0,0,0,0,0,1,0,95573.45694307533,11.467650413449457,0,0,0,0,1,0,0,0,0,1,0,0,6.0,
2011000001053,19,25,1,,,,,,,0.0,15,225,1,0,,,0,1,0,0,0,0,1,0,,,0,1,0,0,0,0,0,0,0,0,0,1,,
2011000001057,18,25,1,1.0,0.0,0.0,1.0,72.0,51.0,82319.9456874034,33,1089,1,0,3.0,0.0,0,0,0,0,1,0,0,1,97754.93550379152,11.490218967660361,1,0,0,0,0,0,0,0,0,1,0,0,1.0,3.0
2011000001057,17,25,1,1.0,0.0,0.0,0.0,20.0,51.0,15434.989816388135,29,841,0,0,3.0,0.0,0,0,0,1,0,0,0,0,97754.93550379152,11.490218967660361,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000001057,18,25,1,,,,,,,,5,25,0,0,3.0,0.0,1,0,0,0,0,0,1,0,97754.93550379152,11.490218967660361,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001057,16,25,1,,,,,,,,2,4,1,0,3.0,0.0,0,0,0,0,0,0,0,0,97754.93550379152,11.490218967660361,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001057,17,25,1,,,,,,,,7,49,0,0,3.0,0.0,1,0,0,0,0,0,1,0,97754.93550379152,11.490218967660361,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001111,10,25,1,0.0,0.0,0.0,0.0,8.0,20.0,391.0197420151661,21,441,0,0,,,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,1.0
2011000001310,18,25,1,1.0,0.0,0.0,0.0,25.0,51.0,11318.992532017966,20,400,1,0,,,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000001313,13,25,0,1.0,0.0,0.0,0.0,40.0,51.0,10495.793075143933,55,3025,0,1,0.0,0.0,0,0,0,0,1,0,0,1,20785.786286069357,9.94202468046698,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0
2011000001313,14,25,1,1.0,0.0,0.0,0.0,20.0,51.0,10289.993210925424,20,400,0,1,0.0,0.0,0,0,1,0,0,0,0,0,20785.786286069357,9.94202468046698,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000001324,62,25,1,1.0,0.0,0.0,0.0,38.0,51.0,18521.987779665764,50,2500,0,1,0.0,0.0,0,0,1,0,0,0,0,0,18521.987779665764,9.826713833955985,1,0,0,0,0,0,0,0,0,1,0,0,2.0,1.0
2011000001324,73,25,1,0.0,0.0,0.0,0.0,,,0.0,52,2704,1,1,0.0,0.0,0,0,1,0,0,0,0,0,18521.987779665764,9.826713833955985,1,0,0,0,0,0,0,0,0,1,0,0,3.0,1.0
2011000001343,25,25,0,1.0,0.0,0.0,0.0,60.0,51.0,47333.96877025695,44,1936,1,0,4.0,0.0,0,0,0,0,0,1,0,1,209967.31146893327,12.254707137911636,1,0,0,0,0,0,0,0,0,1,0,0,1.0,6.0
2011000001343,19,25,1,1.0,0.0,0.0,0.0,9.0,48.5,6173.995926555254,40,1600,0,0,4.0,0.0,0,0,0,0,1,0,0,1,209967.31146893327,12.254707137911636,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000001343,22,25,0,,,,,,,,11,121,1,0,4.0,0.0,1,0,0,0,0,0,1,0,209967.31146893327,12.254707137911636,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001343,22,25,1,,,,,,,,8,64,1,0,4.0,0.0,1,0,0,0,0,0,1,0,209967.31146893327,12.254707137911636,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001343,22,25,1,,,,,,,,5,25,1,0,4.0,0.0,1,0,0,0,0,0,1,0,209967.31146893327,12.254707137911636,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001343,24,25,1,,,,,,,,1,1,0,0,4.0,0.0,0,0,0,0,0,0,0,0,209967.31146893327,12.254707137911636,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001355,17,25,1,1.0,0.0,0.0,0.0,40.0,51.0,59681.96062336746,63,3969,1,0,0.0,0.0,0,0,1,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0
2011000001369,3,25,0,1.0,0.0,0.0,0.0,40.0,51.0,30869.97963277627,22,484,1,1,0.0,0.0,0,0,1,0,0,0,0,0,63797.957907737626,11.063476461104912,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000001369,2,25,0,1.0,0.0,0.0,0.0,44.0,51.0,32927.97827496136,24,576,0,1,0.0,0.0,0,0,0,0,1,0,0,1,63797.957907737626,11.063476461104912,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000001426,22,25,1,0.0,,,,,,0.0,63,3969,1,1,0.0,0.0,0,0,1,0,0,0,0,0,22226.385335598916,10.00903539074994,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000001426,25,25,1,0.0,,,,,,0.0,59,3481,0,1,0.0,0.0,0,0,1,0,0,0,0,0,22226.385335598916,10.00903539074994,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000001426,22,25,1,0.0,0.0,0.0,0.0,40.0,7.0,23461.184520909967,61,3721,1,1,0.0,0.0,0,1,0,0,0,0,1,0,22226.385335598916,10.00903539074994,0,1,0,0,0,0,0,0,0,1,0,0,3.0,1.0
2011000001451,20,25,1,0.0,0.0,0.0,0.0,60.0,43.5,0.0,32,1024,1,0,,,0,1,0,0,0,0,1,0,,,0,1,0,0,0,0,0,0,0,0,0,1,6.0,6.0
2011000001481,12,25,0,1.0,0.0,0.0,0.0,40.0,51.0,45790.46978861814,45,2025,0,0,2.0,0.0,0,0,0,0,0,1,0,1,164125.3917142605,12.00838599828472,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000001481,13,25,0,1.0,0.0,0.0,0.0,44.0,51.0,118334.92192564237,41,1681,1,0,2.0,0.0,0,0,0,0,0,1,0,1,164125.3917142605,12.00838599828472,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000001481,11,25,1,,,,,,,,12,144,0,0,2.0,0.0,1,0,0,0,0,0,1,0,164125.3917142605,12.00838599828472,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001481,11,25,1,,,,,,,,11,121,1,0,2.0,0.0,1,0,0,0,0,0,1,0,164125.3917142605,12.00838599828472,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001506,10,25,0,0.0,,,,,,0.0,71,5041,1,0,0.0,1.0,1,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,0,0,0,0,1,6.0,
2011000001508,27,25,0,1.0,0.0,0.0,0.0,45.0,51.0,61739.95926555254,35,1225,1,0,0.0,0.0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000001572,17,25,1,1.0,0.0,0.0,0.0,36.0,51.0,0.0,37,1369,1,0,2.0,0.0,0,0,0,0,0,1,0,1,244901.83842002507,12.408612749731295,1,0,0,0,0,0,0,0,0,1,0,0,1.0,6.0
2011000001572,15,25,1,1.0,0.0,0.0,0.0,32.0,51.0,116276.92328345729,36,1296,0,0,2.0,0.0,0,0,0,0,0,1,0,1,244901.83842002507,12.408612749731295,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000001572,14,25,1,,,,,,,,4,16,0,0,2.0,0.0,1,0,0,0,0,0,1,0,244901.83842002507,12.408612749731295,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001572,13,25,1,,,,,,,,1,1,0,0,2.0,0.0,0,0,0,0,0,0,0,0,244901.83842002507,12.408612749731295,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001611,9,25,0,0.0,0.0,1.0,0.0,10.0,43.5,10187.09327881617,20,400,0,0,,,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,3.0,4.0
2011000001656,20,25,0,1.0,0.0,0.0,0.0,60.0,51.0,205799.86421850848,53,2809,1,1,0.0,0.0,0,0,1,0,0,0,0,0,237441.59334210414,12.377676949442781,1,0,0,0,0,0,0,0,0,1,0,0,1.0,7.0
2011000001656,22,25,1,0.0,,,,,,0.0,52,2704,0,1,0.0,0.0,0,0,0,1,0,0,0,0,237441.59334210414,12.377676949442781,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000001656,24,25,0,1.0,0.0,0.0,0.0,40.0,51.0,30869.97963277627,26,676,1,1,0.0,0.0,0,0,0,0,1,0,0,1,237441.59334210414,12.377676949442781,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000001656,20,25,1,0.0,0.0,0.0,0.0,15.0,7.0,771.7494908194068,22,484,0,1,0.0,0.0,0,0,0,1,0,0,0,0,237441.59334210414,12.377676949442781,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1.0
2011000001684,16,25,1,1.0,0.0,0.0,0.0,52.0,51.0,74087.95111866306,38,1444,1,0,2.0,0.0,0,0,1,0,0,0,0,0,77277.84901404993,11.25516263482991,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0
2011000001684,10,25,1,0.0,0.0,0.0,0.0,8.0,7.0,411.59972843701695,16,256,0,0,2.0,0.0,0,1,0,0,0,0,1,0,77277.84901404993,11.25516263482991,0,0,0,0,0,1,0,0,0,0,1,0,6.0,1.0
2011000001684,10,25,0,,,,,,,0.0,15,225,1,0,2.0,0.0,1,0,0,0,0,0,1,0,77277.84901404993,11.25516263482991,0,0,0,0,0,1,0,0,0,0,1,0,,
2011000001709,19,25,1,1.0,0.0,0.0,0.0,36.0,43.5,37043.97555933153,46,2116,1,0,1.0,0.0,0,0,1,0,0,0,0,0,98783.93482488407,11.500690267527657,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000001709,16,25,1,1.0,0.0,0.0,1.0,42.0,51.0,61739.95926555254,46,2116,0,0,1.0,0.0,0,0,0,1,0,0,0,0,98783.93482488407,11.500690267527657,1,0,0,0,0,0,0,0,0,1,0,0,1.0,3.0
2011000001709,19,25,1,,,,,,,,8,64,1,0,1.0,0.0,1,0,0,0,0,0,1,0,98783.93482488407,11.500690267527657,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001768,75,25,0,1.0,0.0,0.0,0.0,40.0,51.0,87464.94229286611,37,1369,0,0,4.0,0.0,0,0,0,0,1,0,0,1,167726.8893380844,12.030092276866583,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000001768,60,25,0,1.0,0.0,0.0,0.0,36.0,43.5,80261.9470452183,41,1681,1,0,4.0,0.0,0,0,0,0,1,0,0,1,167726.8893380844,12.030092276866583,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
2011000001768,58,25,1,,,,,,,,10,100,0,0,4.0,0.0,1,0,0,0,0,0,1,0,167726.8893380844,12.030092276866583,0,0,0,0,0,1,0,0,0,0,1,0,,
2011000001768,58,25,1,,,,,,,,9,81,0,0,4.0,0.0,1,0,0,0,0,0,1,0,167726.8893380844,12.030092276866583,0,0,0,0,0,1,0,0,0,0,1,0,,
2011000001768,58,25,1,,,,,,,,7,49,0,0,4.0,0.0,1,0,0,0,0,0,1,0,167726.8893380844,12.030092276866583,0,0,0,0,0,1,0,0,0,0,1,0,,
2011000001768,44,25,1,,,,,,,,4,16,1,0,4.0,0.0,1,0,0,0,0,0,1,0,167726.8893380844,12.030092276866583,0,0,0,0,0,1,0,0,0,0,1,0,,
2011000001779,14,25,1,1.0,0.0,0.0,0.0,45.0,51.0,43217.97148588678,46,2116,0,0,1.0,0.0,0,0,0,1,0,0,0,0,51655.765918845624,10.852357102757503,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0
2011000001779,24,25,1,1.0,0.0,0.0,0.0,24.0,51.0,8437.794432958848,19,361,0,0,1.0,0.0,0,0,0,1,0,0,0,0,51655.765918845624,10.852357102757503,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000001779,14,25,1,,,,,,,,11,121,0,0,1.0,0.0,1,0,0,0,0,0,1,0,51655.765918845624,10.852357102757503,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000001830,20,25,1,0.0,0.0,0.0,0.0,40.0,33.0,46304.969449164404,29,841,0,0,1.0,0.0,0,0,0,0,1,0,0,1,46304.969449164404,10.743004565830141,0,1,0,0,0,0,0,0,0,1,0,0,6.0,1.0
2011000001830,19,25,1,,,,,,,,0,0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,46304.969449164404,10.743004565830141,0,1,0,0,0,0,0,0,0,1,0,0,,
2011000001830,25,25,0,1.0,0.0,0.0,0.0,40.0,51.0,43217.97148588678,26,676,1,0,1.0,0.0,0,0,0,1,0,0,0,0,46304.969449164404,10.743004565830141,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000001980,25,25,1,0.0,,,,,,0.0,75,5625,0,0,0.0,1.0,0,1,0,0,0,0,1,0,,,0,0,0,1,0,0,0,0,0,1,0,0,6.0,
2011000002088,18,25,0,0.0,0.0,0.0,0.0,,,0.0,65,4225,1,1,0.0,1.0,0,0,0,1,0,0,0,0,72544.45213702424,11.191954785878044,1,0,0,0,0,0,0,0,0,1,0,0,6.0,1.0
2011000002088,17,25,0,0.0,,,,,,0.0,64,4096,0,1,0.0,1.0,0,1,0,0,0,0,1,0,72544.45213702424,11.191954785878044,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000002124,13,25,0,0.0,,,,,,0.0,73,5329,0,0,0.0,1.0,0,0,0,1,0,0,0,0,,,0,0,0,0,1,0,0,0,1,0,0,0,6.0,
2011000002139,21,25,0,1.0,0.0,0.0,0.0,50.0,51.0,82319.9456874034,44,1936,0,0,2.0,0.0,0,0,0,0,0,1,0,1,87464.94229286611,11.378993332550138,0,1,0,0,0,0,0,0,0,1,0,0,1.0,7.0
2011000002139,17,25,1,,,,,,,,3,9,1,0,2.0,0.0,1,0,0,0,0,0,1,0,87464.94229286611,11.378993332550138,0,1,0,0,0,0,0,0,0,1,0,0,,
