RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,FDISP,FPERNP,FPINCP,FPRIVCOVP,FPUBCOVP
P,2011000001768,3,4300,-9,25,1073094,58,10,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,7,7,,2,,,,,,,,,,2,22,-9,336,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,2,9,67,-9,68,-9,0,0,1,0,2,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,62,61,87,42,55,69,52,35,39,61,40,55,31,29,70,52,63,71,55,46,31,50,60,79,54,56,28,63,31,33,64,65,32,38,47,69,32,31,31,62,54,44,82,53,57,79,39,32,39,61,32,36,36,43,67,69,74,78,58,48,43,37,60,81,52,75,33,50,35,39,46,74,59,48,43,71,38,40,0,0,0,0,0
P,2011000001768,4,4300,-9,25,1073094,58,9,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,6,6,,2,,,,,,,,,,2,22,-9,336,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,2,9,67,-9,68,-9,0,0,1,0,2,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,61,61,87,43,56,70,52,34,39,61,40,54,30,30,70,53,64,71,55,48,31,51,60,79,53,57,28,63,30,33,64,65,32,39,47,68,31,31,31,62,55,45,82,53,56,80,40,31,38,60,32,36,36,42,68,70,74,78,59,49,44,38,59,82,51,75,33,49,36,40,45,75,59,47,43,72,38,41,0,0,0,0,0
P,2011000001768,5,4300,-9,25,1073094,58,7,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,4,4,,2,,,,,,,,,,2,22,-9,336,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,2,9,67,-9,68,-9,0,0,1,0,2,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,71,61,61,87,42,55,69,52,36,39,61,40,55,31,29,70,53,64,71,55,46,31,50,60,79,54,57,28,63,31,33,64,65,32,39,46,69,31,31,31,63,55,45,81,52,57,80,40,32,38,61,32,36,37,42,68,70,74,78,59,48,43,37,59,81,52,75,33,50,35,40,46,74,59,48,42,71,39,41,0,0,0,0,0
P,2011000001768,6,4300,-9,25,1073094,44,4,1,,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,3,1,1,,1,,,,,,,,,,2,22,-9,336,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,2,9,67,-9,68,-9,0,0,1,0,2,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,59,53,39,52,23,39,52,47,24,35,56,29,41,21,22,64,38,44,60,40,37,26,36,45,48,48,42,20,52,19,26,50,41,30,34,30,50,24,26,22,49,51,36,75,31,42,40,30,26,44,53,26,23,17,19,71,39,55,71,46,33,32,34,44,67,67,42,22,46,24,30,49,43,48,42,25,42,26,31,0,0,0,0,0
P,2011000001779,1,4100,-9,25,1073094,14,46,1,,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,20,1,1,2,3,2,2,1,2,1989,-9,1,4,,,,,,,,,,2,1,2,2,3,0,0,0,0,1,,19,0,2,0,0,42000,45,1,1,1,,,2,935,-9,50,-9,,2,1,,1,,,1,1,7980,98,55,,,,,,,4,6212,1,,0,5000,N.A.,2,42000,42000,25,-9,286,4000,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,431011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,23,14,13,12,11,16,5,3,4,13,24,13,4,13,13,4,10,26,21,23,25,14,12,14,13,14,3,4,4,10,20,13,3,12,15,3,14,21,4,4,4,11,17,12,11,12,17,24,21,16,3,13,21,15,13,24,13,4,4,5,3,14,15,12,15,13,22,27,27,13,3,14,23,14,15,22,13,5,30,0,0,0,0,0
P,2011000001779,2,4100,-9,25,1073094,24,19,1,,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,5,,10,2,5,,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,2,15,19,0,2,0,0,8200,24,1,1,1,,,2,935,-9,22,-9,,2,,,1,,,1,1,4970,155,97,,,,,,,6,4451,1,,0,4720,N.A.,4,8200,8200,25,-9,286,4100,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,412010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,26,16,22,17,27,14,8,8,18,30,33,12,21,25,6,23,44,29,46,46,30,20,22,20,25,7,7,11,19,44,32,6,26,21,7,20,44,7,7,11,21,26,25,17,27,35,34,42,33,7,25,40,23,22,42,21,5,7,6,7,29,24,26,27,20,43,54,45,25,6,17,28,30,23,35,32,6,30,0,0,0,0,0
P,2011000001779,3,4100,-9,25,1073094,14,11,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,1,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,8,9,,2,,,,,,,,,,2,935,-9,22,-9,,2,,7,,,,1,1,,,,,,,,,,,,1,7,1,,,,,,25,-9,286,,,,,1,1,1,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,16,15,12,14,17,4,4,4,12,22,14,3,13,13,5,13,25,23,23,27,14,13,18,13,14,4,5,3,11,23,12,3,13,15,3,14,24,6,4,4,13,14,14,15,12,22,25,18,13,4,14,25,14,15,22,15,4,4,5,5,14,15,15,13,14,24,21,25,16,4,12,24,14,14,25,15,4,27,0,0,0,1,1
P,2011000001830,1,2400,-9,25,1073094,20,29,1,,,1,2,2,2,2,2,,,2,,1,,,,1,2,2,2,2,2,2,0,,,,2,3,2,2,1,2,2006,-9,1,4,,,,,,,,,,2,1,2,2,3,0,0,0,0,1,,21,0,2,0,0,45000,40,1,4,2,,,1,94,-9,999,-9,,2,,,6,5301,,1,1,3370,,,,,,,,,4,334M1,1,,0,5940,N.A.,1,45000,45000,25,-9,298,,,,,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,2,,,439XXX,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,19,19,22,38,53,27,28,30,25,21,29,29,35,35,15,32,23,6,6,20,26,19,25,7,5,27,17,5,20,20,8,5,6,4,17,7,16,34,35,26,29,16,23,49,40,18,19,27,22,20,32,38,34,36,23,31,19,5,7,21,19,15,16,5,7,17,23,5,21,20,5,8,7,6,19,4,31,48,0,0,0,0,0
P,2011000001830,2,2400,-9,25,1073094,19,0,1,,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,1,50,-9,999,-9,,2,,8,,,,1,1,,,,,,,,,,,,1,7,1,,,,,,25,-9,298,,,,,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,21,17,20,37,37,26,14,28,16,16,28,29,28,23,24,40,19,5,5,20,18,18,23,7,6,22,26,8,21,22,7,5,7,4,15,7,18,28,33,19,21,25,19,38,37,22,24,32,17,15,32,40,28,43,21,25,17,5,5,20,19,14,19,6,6,17,19,4,21,20,5,8,6,6,18,5,26,34,0,0,0,0,0
P,2011000001830,3,2400,-9,25,1073094,25,26,1,,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,50,1,1,2,5,,,,,,,1,4,,,,,,,,,,2,5,2,2,2,0,0,13,0,3,15,19,0,1,0,0,42000,40,1,1,1,,,2,50,-9,51,-9,,2,1,,1,,,1,1,7290,86,37,,,,,,,6,5413,1,,0,1460,N.A.,,42000,42000,25,-9,369,2700,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,172141,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,17,26,26,32,37,22,23,30,38,25,55,38,31,34,29,63,22,9,9,27,20,26,22,7,6,33,18,7,33,21,10,8,6,7,23,9,22,65,30,24,20,31,32,37,43,33,23,45,24,26,40,42,51,30,21,55,21,8,9,21,13,20,26,7,7,26,31,9,26,24,8,7,7,6,27,8,20,48,0,0,0,0,0
P,2011000001980,1,2400,-9,25,1073094,25,75,1,,,,1,1,1,1,1,,,2,,,2,,,2,2,1,1,2,2,2,2400,,,,2,3,2,2,3,2,1973,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,12,0,2,0,16300,0,,3,,2,,,2,26,-9,918,-9,,1,,,6,,,1,1,,,,,,,,,,4,,1,,0,,,4,0,18700,25,-9,177,,,,,2,1,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,27,24,26,40,38,33,38,8,37,9,27,9,8,26,30,28,26,24,25,33,5,32,39,21,23,7,25,22,24,30,10,24,26,40,43,6,7,45,7,40,21,23,24,6,7,20,5,42,8,44,34,51,38,22,30,29,26,25,23,21,37,8,9,24,25,38,26,27,28,31,61,24,26,8,6,42,42,5,29,1,0,1,0,0
P,2011000002088,1,500,-9,25,1073094,18,65,1,,,1,2,2,2,2,2,,2,2,,,2,,,2,1,1,2,2,2,2,0,,,,2,1,2,2,1,2,1963,-9,1,2,0,0,0,0,1,0,0,0,0,2,3,2,2,2,0,0,0,58000,1,,20,0,1,0,2000,0,,2,,2,,,2,51,-9,89,-9,,2,,,6,,,1,1,6470,,,,,,,,,1,51111,1,,0,7330,N.A.,,0,60000,25,-9,501,,,,,1,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,49904X,N.A.//,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,4,33,5,18,18,17,20,16,21,31,5,17,15,5,6,18,27,17,16,5,19,17,18,5,26,34,33,35,4,18,20,31,6,16,17,5,17,30,36,21,5,31,5,18,15,17,20,20,18,30,6,21,19,5,4,16,32,18,16,5,21,16,19,6,25,31,31,28,6,14,15,26,6,20,20,5,19,33,0,0,0,0,0
P,2011000002088,2,500,-9,25,1073094,17,64,1,,,,2,2,2,2,2,,,2,,,2,,,2,1,2,2,2,2,2,0,,,,2,1,2,2,1,2,1963,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,15,0,2,0,10500,0,,3,,2,,,1,94,-9,999,-9,,2,,,6,,,1,1,,,,,,,,,,1,,1,,0,,,4,0,10500,25,-9,501,,,,,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,4,32,5,15,17,18,19,20,17,28,5,18,19,5,6,19,30,18,18,5,18,19,17,4,29,29,31,30,5,16,18,29,6,17,20,5,17,32,34,18,4,32,5,17,17,17,17,18,18,31,5,17,20,5,6,20,32,17,18,5,20,16,19,6,27,33,31,32,6,17,19,27,5,19,18,5,17,32,0,0,0,0,0
P,2011000002124,1,1900,-9,25,1073094,13,73,1,,,,2,2,2,2,2,,,2,,,2,,,1,1,1,1,2,2,2,0,,,,2,2,2,2,3,2,1985,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,33000,1,,18,0,2,0,12000,0,,3,,2,,,4,999,-9,999,-9,,2,,,6,,,1,1,,,,,,,,,,3,,1,,0,,,4,0,45000,25,-9,419,,,,,1,1,3,2,2,-9,44,-9,0,0,1,0,1,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,12,25,19,6,4,20,13,4,22,23,10,15,4,20,15,11,19,4,10,11,14,4,4,24,20,5,14,23,3,5,16,9,20,14,13,17,15,26,11,14,14,30,19,5,4,20,9,3,21,26,11,13,4,16,18,13,16,3,13,9,17,3,4,25,22,6,10,23,4,3,15,14,35,12,12,12,15,25,9,0,0,1,1,1
P,2011000002139,1,1600,-9,25,1073094,21,44,1,,,7,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,5000,15,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,2,0,0,80000,50,1,1,1,,,2,148,-9,142,-9,,2,1,,1,5506,,1,1,7390,97,55,,,,,,,6,5416,1,,0,710,N.A.,3,80000,85000,36,-9,478,1600,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,131111,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,16,6,22,17,7,23,29,7,6,32,19,21,33,24,36,15,24,5,19,39,20,29,24,21,30,24,7,26,44,7,22,26,7,20,7,23,18,26,24,6,18,7,22,23,5,20,34,6,8,39,26,20,36,23,29,23,19,6,25,33,21,42,19,24,31,26,5,29,29,4,18,22,7,24,6,24,21,45,0,0,0,0,0
P,2011000002139,2,1600,-9,25,1073094,17,3,1,,,,,2,2,,,,,,,,,,,1,1,2,2,2,2,2,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,1,1,,1,,,,,,,,,,2,51,-9,148,-9,,2,,7,,,,1,1,,,,,,,,,,,,1,7,1,,,,,,25,-9,478,,,,,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,17,6,19,18,6,14,26,6,4,27,18,15,23,22,25,12,16,5,15,22,16,30,19,27,33,20,6,23,26,5,17,17,5,15,5,18,14,28,20,5,25,4,16,17,6,14,21,5,8,26,19,14,25,16,23,19,20,6,23,27,16,34,21,12,24,12,5,27,20,6,10,17,6,25,7,18,17,32,0,0,0,0,0
P,2011000002139,3,1600,-9,25,1073094,20,13,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,3,,2,10,11,,1,,,,,,,,,,4,999,-9,999,-9,,2,,7,,,,1,1,,,,,,,,,,,,1,7,1,,,,,,6,-9,478,,,,,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,19,6,22,15,8,22,31,7,6,37,26,18,33,28,41,15,20,6,18,29,16,23,16,18,24,20,6,29,35,5,22,26,9,19,7,27,20,26,19,5,19,5,20,22,6,20,29,6,9,40,25,17,24,31,28,17,25,6,24,40,19,34,20,19,38,21,5,31,38,5,16,22,5,24,5,26,24,36,0,0,0,0,0
P,2011000002139,4,1600,-9,25,1073094,21,38,1,,,4,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,40,45,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,13,0,1,,24,0,2,0,0,50000,42,1,1,1,,,2,51,-9,187,-9,,2,1,,1,3301,,1,1,7870,109,61,,,,,,,6,611M1,1,,0,2200,N.A.,4,50000,50040,6,-9,436,1800,-9,25,-9,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,2,,,251000,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,16,5,23,17,8,22,29,7,6,32,19,21,34,23,36,16,23,6,18,38,19,29,23,21,29,24,6,26,44,6,22,25,7,19,7,22,18,26,24,5,19,7,21,22,5,19,34,6,7,37,24,19,37,23,28,22,19,7,24,34,20,43,20,23,32,26,6,28,29,5,18,21,6,24,5,24,22,43,0,0,0,0,0
P,2011000002164,1,500,-9,25,1073094,25,80,1,,,,2,2,2,1,1,,,2,,,2,,,1,1,1,2,2,2,2,320,,,,2,2,2,2,1,2,1953,-9,1,4,,,,,,,,,,2,2,2,2,3,24600,0,0,5300,1,,16,0,2,0,10800,0,,3,,2,,,1,50,-9,999,-9,,1,,,6,,,1,1,,,,,,,,,,3,,1,,0,,,4,0,41020,25,-9,501,,,,,1,1,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,25,25,8,38,27,24,49,25,26,40,26,24,24,42,8,7,8,7,25,47,21,26,7,44,23,25,44,22,25,40,24,25,25,51,7,9,7,6,21,41,24,25,8,47,25,28,46,24,26,42,22,27,25,37,8,8,8,8,23,36,24,26,7,41,23,25,41,24,24,43,26,24,26,41,8,8,7,8,20,0,0,0,1,1
P,2011000002164,2,500,-9,25,1073094,30,53,1,,,4,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,20,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,20,0,2,0,0,44000,37,1,1,1,,,1,50,-9,999,-9,,2,1,,1,,,1,1,9480,92,49,,,,,,,6,923,1,,0,5810,N.A.,4,44000,44000,25,-9,501,600,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,439021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,26,9,44,34,30,47,26,31,52,31,29,30,56,9,9,9,8,35,42,30,33,10,57,30,27,60,28,31,46,32,31,29,53,10,12,9,7,28,52,28,25,9,50,29,27,49,28,27,51,34,26,37,57,9,9,8,9,34,39,32,34,10,58,28,30,54,28,29,39,29,34,27,51,10,9,9,10,37,0,0,0,0,0
P,2011000002180,1,2300,-9,25,1073094,12,21,1,,,,2,2,2,2,2,,,2,,2,,,,2,2,2,2,2,2,2,0,,,,2,5,,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,3,15,19,0,2,0,0,0,,3,,,,,3,996,-9,999,-9,,2,,,6,,,2,1,,,,,,1200,-9,25,-9,6,,1,,0,,,,0,0,25,-9,,,,,,2,2,2,9,67,-9,68,-9,0,0,1,0,2,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,12,12,12,12,2,13,21,2,13,2,12,23,13,23,2,13,23,23,2,12,13,12,13,12,23,13,1,22,12,23,12,2,12,1,23,12,2,2,23,12,12,13,12,12,2,12,23,2,13,2,12,23,13,23,2,13,23,23,2,13,12,12,12,13,23,12,2,22,12,23,13,2,12,2,23,12,2,2,0,0,0,0,0
