RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,FDISP,FPERNP,FPINCP,FPRIVCOVP,FPUBCOVP
P,2011000007068,2,3305,-9,25,1073094,23,27,1,,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,30,1,1,2,1,2,1,1,2,2010,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,3,16,22,0,2,0,0,45000,40,1,1,1,,,2,50,-9,51,-9,,2,1,,1,5203,,1,1,7870,97,52,,,,,,,1,611M1,1,,0,2000,N.A.,4,45000,45000,25,-9,501,3300,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,211010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,8,42,29,30,22,21,30,25,41,7,7,25,19,20,38,18,7,21,17,37,31,7,21,5,18,24,8,23,8,33,33,22,23,29,7,24,31,23,23,36,42,6,18,8,17,15,6,23,8,37,37,22,19,26,6,25,46,28,32,7,9,34,20,32,21,22,34,22,42,7,7,21,23,18,42,19,7,22,0,0,0,0,0
P,2011000007094,1,3000,-9,25,1073094,12,83,1,,,,2,2,2,2,2,,2,2,,,2,,,1,1,1,2,2,2,2,0,,,,2,1,2,2,2,2,1969,-9,3,2,0,0,0,0,0,0,1,0,0,3,5,3,3,3,3600,0,0,0,1,,19,0,1,0,17400,0,,3,,,,,4,999,-9,999,-9,,2,,,6,,,1,1,,,,,,2800,-9,25,-9,1,,1,,0,,,,0,21000,25,-9,501,,,,,1,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,14,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,,1,,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,21,4,4,4,3,22,11,8,3,19,14,11,19,13,15,21,10,13,11,21,10,11,12,10,11,10,18,4,13,13,4,3,14,18,20,14,3,22,3,15,4,22,21,17,21,3,9,11,18,5,16,12,4,10,11,5,13,12,12,3,14,10,15,12,12,13,3,22,11,10,21,18,9,2,3,9,24,4,24,12,1,1,1,1,1
P,2011000007094,2,3000,-9,25,1073094,12,84,1,,,,2,2,2,2,2,,,2,,,2,,,2,1,2,2,2,2,2,20000,,,,2,1,2,2,1,2,1969,-9,3,4,,,,,,,,,,3,5,3,3,3,40000,0,1,0,1,,19,0,2,0,0,0,,3,,,,,4,999,-9,999,-9,,2,,,6,,,1,1,,,,,,2800,-9,25,-9,1,,1,,0,,,4,0,60000,25,-9,501,,,,,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,,1,,1,,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,20,3,4,4,4,21,11,11,3,23,11,10,17,14,14,20,10,10,12,23,10,11,12,13,12,10,19,4,12,12,3,3,12,20,19,14,4,22,3,12,3,22,24,17,21,3,13,13,17,4,13,11,4,14,11,5,14,11,11,3,14,10,15,10,14,13,3,20,9,10,25,17,11,3,4,10,20,3,20,12,1,1,1,1,1
P,2011000007094,3,3000,-9,25,1073094,15,46,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,45,,4,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,21,780,1,0,0,16800,18,1,4,,,,4,999,-9,999,-9,,2,,,1,5501,,1,1,3190,115,67,,,,,,,6,333MS,1,,0,1540,N.A.,,17580,17580,25,-9,501,3400,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,173010,N.A.//,,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,,1,,1,,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,21,3,6,5,5,25,22,13,4,25,16,15,29,16,18,28,14,19,17,33,15,14,15,10,13,13,17,5,23,17,4,4,17,29,28,17,4,24,4,17,4,28,27,29,32,4,16,16,25,4,18,19,6,18,13,5,19,11,14,4,19,19,18,12,13,13,5,26,19,15,26,18,12,5,4,13,28,4,29,13,1,1,1,1,1
P,2011000007094,4,3000,-9,25,1073094,21,42,1,,,2,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,40,,4,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,16,1000,2,0,0,133000,45,1,1,,,,4,999,-9,999,-9,,2,,,1,,,1,1,7870,96,49,,,,,,,6,611M1,1,,0,3060,N.A.,4,134000,134000,25,-9,501,3300,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,291060,N.A.//,,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,,1,,1,,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,30,4,6,6,7,38,22,19,7,34,15,19,36,25,27,31,21,19,23,36,21,15,24,23,19,17,30,8,23,20,6,6,26,34,32,30,6,31,6,21,6,35,34,48,36,4,18,21,30,5,25,23,6,21,21,9,23,15,21,7,19,24,19,16,21,19,5,40,24,24,33,32,19,6,6,19,32,7,40,20,1,1,1,1,1
P,2011000007097,1,700,-9,25,1073094,9,82,4,1981,-9,,2,2,2,1,2,,,2,3,,2,,,2,1,1,1,2,2,2,0,,,,1,1,2,2,2,2,1999,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,1,0,1,9600,0,0,,3,,2,1966,-9,1,275,-9,999,-9,3,1,,,6,,,1,5,,,,625,-9,,,,,2,,2,,0,,,,0,9600,329,-9,91,,,,,1,1,1,8,66,-9,1,-9,0,0,0,0,1,1,0,0,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,1,4,3,7,8,11,10,11,16,11,15,11,3,10,18,8,8,14,3,7,10,19,12,10,11,11,9,12,2,2,4,9,18,10,4,7,7,3,13,7,3,4,3,8,15,8,9,8,15,15,21,11,3,8,14,8,10,11,3,8,8,25,19,7,9,13,10,9,3,3,2,13,15,8,3,6,8,5,0,0,0,1,1
P,2011000007104,1,4600,-9,25,1073094,14,65,1,,,,2,2,2,2,2,,,2,,,2,,,2,2,1,1,2,2,2,0,,,,2,4,2,2,2,2,1976,-9,1,4,,,,,,,,,,2,5,2,3,3,2000,0,0,0,1,,16,0,2,0,11600,0,,3,,2,,,2,50,-9,26,-9,,2,,,6,,,1,1,,,,,,,,,,5,,1,,0,,,4,0,13600,25,-9,127,,,,,2,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,14,15,17,4,13,16,23,4,23,32,14,13,4,4,23,12,11,4,14,20,13,15,15,5,15,12,20,5,22,20,13,14,6,5,19,11,15,4,17,26,16,15,13,4,14,14,23,4,30,21,12,17,4,4,25,12,13,5,15,21,13,13,16,4,13,14,21,4,21,22,14,14,4,4,20,14,15,5,0,0,0,1,1
P,2011000007136,1,3500,-9,25,1073094,15,75,1,,,1,2,1,2,2,2,,2,2,,,2,,,2,2,1,2,1,2,2,0,45,1,1,2,1,2,2,1,2,1962,-9,1,3,,,,,,,,,,3,5,3,3,3,0,0,0,33300,1,,18,0,1,0,21000,36300,35,1,1,1,,,2,51,-9,50,-9,,1,1,,1,,,1,1,7070,81,33,,,,,,,1,531,1,,0,6230,N.A.,,36300,90600,25,-9,501,3300,-9,25,-9,1,1,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,472031,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,26,14,25,5,6,14,18,20,26,14,5,15,5,5,22,15,25,13,18,16,4,15,5,23,27,15,19,17,4,12,28,14,24,24,5,14,5,14,12,15,24,14,34,4,6,16,17,15,39,16,5,16,3,5,23,14,32,14,12,18,4,14,6,23,22,13,15,15,5,15,22,15,24,32,5,16,5,17,0,0,0,0,1
P,2011000007136,2,3500,-9,25,1073094,16,69,1,,,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,1,2,2,0,,,,2,1,2,2,1,2,1962,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,16,0,2,0,7900,0,,3,,2,,,1,50,-9,999,-9,,2,,,6,,,1,1,,,,,,,,,,1,,1,,0,,,4,0,7900,25,-9,501,,,,,1,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,33,15,28,5,6,14,20,16,30,16,6,13,5,5,25,17,28,13,14,17,5,16,5,26,30,16,18,19,5,19,28,17,27,28,5,17,4,18,18,17,26,18,35,5,6,16,17,16,36,20,5,16,5,6,31,15,29,16,14,16,4,18,4,31,26,14,15,16,6,16,22,16,24,30,6,17,4,15,0,0,0,0,0
P,2011000007164,1,4700,-9,25,1073094,18,70,1,,,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,1,2,2,1,2,1985,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,20,0,2,0,8400,0,,3,,2,,,2,26,-9,111,-9,,2,,,6,,,1,1,,,,,,,,,,1,,1,,0,,,4,0,8400,25,-9,169,,,,,2,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35,18,5,20,41,32,20,18,29,5,18,5,5,20,6,31,21,15,18,18,32,16,4,15,37,31,17,16,25,4,23,5,5,17,6,28,18,22,17,15,5,17,31,19,6,5,17,18,5,30,24,30,28,16,28,6,19,20,16,17,6,15,34,21,5,5,16,22,6,23,17,32,33,18,33,4,18,18,0,0,0,0,0
P,2011000007164,2,4700,-9,25,1073094,16,67,1,,,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,1,2,2,2,2,1985,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,16,0,1,0,14400,0,,3,,2,,,2,22,-9,20,-9,,2,,,6,,,1,1,,,,,,,,,,1,,1,,0,,,,0,14400,25,-9,169,,,,,2,1,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,29,18,5,17,29,26,19,18,24,6,15,5,5,17,5,25,16,15,15,16,27,15,5,16,27,29,21,15,23,4,18,5,5,16,5,29,13,19,16,14,4,17,25,20,5,3,19,15,6,26,20,29,26,13,26,7,17,16,16,13,5,17,30,15,5,5,15,22,5,21,14,27,30,17,33,4,18,16,0,0,0,0,0
P,2011000007205,1,1400,-9,25,1073094,11,35,1,,,2,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,-5200,35,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,24,9000,1,0,0,94000,42,1,3,1,,,2,22,-9,51,-9,,2,1,,1,5501,3700,1,1,7870,113,67,,,,,,,6,611M1,1,,0,2200,N.A.,,103000,97800,41,-9,501,2700,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,251000,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,12,19,3,13,10,23,14,16,17,3,4,13,11,11,12,19,19,17,11,12,10,4,22,12,9,4,11,3,4,14,19,10,10,12,11,4,4,3,11,12,12,17,3,11,12,20,10,17,21,4,3,12,9,12,14,17,20,19,9,11,11,3,17,12,13,3,11,3,3,22,18,10,12,11,11,3,4,0,0,0,0,0
P,2011000007205,2,1400,-9,25,1073094,14,36,1,,,2,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,8,1,1,2,1,2,2,1,2,1998,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,12,0,1,,24,0,1,0,0,75000,40,1,3,1,,,1,32,-9,999,-9,,2,1,,1,5501,,1,1,7870,89,49,,,,,,,2,611M1,1,,0,2200,N.A.,,75000,75000,41,-9,501,2500,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,251000,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,16,21,5,16,12,25,16,25,28,5,5,14,16,12,15,26,23,25,15,13,13,5,24,14,11,4,16,5,4,22,30,15,11,15,16,4,4,4,19,17,14,32,4,14,13,22,11,21,24,5,4,15,15,20,12,21,25,24,11,14,11,4,25,12,16,5,14,4,5,30,26,13,13,17,16,5,4,0,0,0,0,0
P,2011000007256,1,500,-9,25,1073094,13,43,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,18,1,1,2,1,2,2,1,2,1994,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,0,1,0,0,105000,40,1,1,1,,,1,939,-9,999,-9,,2,1,,1,1901,6004,1,1,4795,79,37,,,,,,,1,443142,1,,0,2630,N.A.,,105000,105000,24,-9,501,400,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,2,,,271020,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,14,15,12,4,16,4,16,14,4,13,22,3,4,24,14,15,23,24,14,23,13,14,12,4,15,3,13,12,4,14,22,3,4,22,13,13,22,23,15,23,14,14,13,3,13,3,13,13,4,13,25,4,4,26,15,15,23,21,13,23,13,12,12,4,12,4,14,13,4,13,24,4,4,21,13,13,22,23,0,0,0,0,0
P,2011000007256,2,500,-9,25,1073094,14,47,1,,,6,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,200,40,1,1,2,1,2,2,1,2,1994,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,22,10300,2,0,0,0,31,1,3,1,,,1,190,-9,999,-9,,2,1,,1,1401,,1,1,7290,94,47,,,,,,,1,5413,1,,0,2630,N.A.,2,10300,10500,9,-9,501,2700,-9,25,-9,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,1,,,271020,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,14,26,15,15,16,4,14,3,13,15,5,13,25,4,5,25,14,13,24,21,15,24,13,15,14,4,15,4,14,14,4,14,25,4,4,24,13,14,23,23,14,23,12,15,15,4,13,4,13,18,4,15,22,4,5,24,14,15,24,23,15,24,13,14,14,4,15,4,13,12,4,12,24,4,5,22,16,15,24,22,0,1,1,0,0
P,2011000007256,3,500,-9,25,1073094,15,8,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,1,,5,,2,,,,,,,,,,1,939,-9,999,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,16,16,14,4,17,4,17,15,5,14,23,5,5,23,15,15,24,27,16,24,14,14,14,5,14,3,13,14,5,16,26,4,5,24,13,15,28,24,12,23,15,16,15,4,15,4,15,16,4,15,24,5,5,26,14,18,28,23,14,24,15,14,14,4,15,5,16,15,4,12,31,4,4,27,16,14,25,26,0,0,0,0,0
P,2011000007347,1,4100,-9,25,1073094,11,81,1,,,,2,2,2,1,1,,,2,,,2,,,2,2,1,1,2,2,2,4,,,,2,2,2,2,1,2,1978,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,16,0,1,,16,0,2,0,9100,0,,3,,,,,1,84,-9,999,-9,,1,,,6,,,1,1,,,,,,,,,,3,,1,,0,,,,0,9104,25,-9,,,,,,2,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,1,11,11,1,11,20,1,1,21,11,11,21,11,21,11,11,1,11,22,11,20,10,11,21,11,1,21,20,1,11,11,1,11,1,11,11,1,11,21,11,20,11,11,22,11,1,21,21,1,11,11,1,11,0,11,10,20,11,1,11,1,11,11,1,12,21,0,1,20,11,11,21,11,20,11,12,22,0,0,0,0,0
P,2011000007424,1,1700,-9,25,1073094,11,75,1,,,,2,1,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,2400,,,,2,2,2,2,1,2,1956,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,35300,1,,16,0,2,0,3600,0,,3,,2,,,1,935,-9,999,-9,,1,,,6,,,1,1,,,,,,,,,,3,,1,,0,,,4,0,41300,25,-9,388,,,,,1,1,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,10,13,11,18,10,21,3,11,3,11,11,12,3,3,16,12,4,11,18,12,24,23,4,11,4,11,11,3,11,5,14,17,11,12,11,2,12,24,9,21,11,10,12,17,14,19,2,12,4,11,11,11,3,5,23,11,3,10,17,12,25,19,3,12,3,11,11,3,11,4,18,16,11,11,12,3,11,20,0,0,0,1,1
P,2011000007458,1,1300,-9,25,1073094,15,81,1,,,,2,2,2,2,2,,,2,,,2,,,2,1,1,2,2,2,2,4500,,,,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,30700,0,0,13600,1,,16,0,2,0,17200,0,,3,,,,,4,999,-9,999,-9,,2,,,6,,,1,1,,,,,,,,,,6,,1,,0,,,4,0,66000,44,-9,501,,,,,1,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,,1,,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,4,5,25,24,15,23,14,18,4,15,4,17,5,15,16,30,14,16,25,4,13,17,15,16,5,14,23,5,15,5,17,23,14,17,4,16,21,28,16,14,23,25,4,4,15,4,13,15,29,12,26,18,27,18,15,4,13,17,4,29,14,13,13,14,30,17,5,27,17,25,12,4,16,4,25,13,4,4,15,15,1,1,1,1,1
P,2011000007500,1,3302,-9,25,1073094,13,49,5,,,1,2,2,2,2,2,,,2,3,,2,,,2,2,2,1,2,2,2,0,45,5,1,1,1,2,2,1,2,1986,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,11,0,1,0,0,2000,10,1,4,1,1993,-9,1,706,-9,999,-9,6,2,5,,1,,,1,1,8680,127,79,708,-9,,,,,1,722Z,2,,0,4020,N.A.,,2000,2000,207,-9,34,1000,-9,33,-9,2,1,3,6,43,-9,26,-9,0,1,0,0,1,0,0,0,,,,,352010,N.A.//,,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,14,15,4,4,12,19,14,19,4,18,16,25,13,3,4,15,18,4,4,28,28,3,11,12,4,11,3,15,14,15,27,13,25,12,14,27,16,9,13,16,9,12,18,19,9,6,21,7,23,4,11,3,8,30,24,12,4,21,24,5,3,27,20,10,21,16,24,12,18,9,3,14,4,12,12,5,12,15,0,0,0,0,0
P,2011000007500,2,3302,-9,25,1073094,7,48,5,,,1,2,2,2,2,2,,,2,4,2,2,,,2,2,2,1,2,2,2,0,30,10,1,1,1,2,2,1,2,1986,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,3,0,2,0,0,4000,15,1,4,1,1999,-9,1,706,-9,999,-9,6,2,6,,1,,,1,1,8680,130,82,708,-9,,,,,1,722Z,2,,0,4030,N.A.,2,4000,4000,207,-9,34,2500,-9,25,-9,2,1,2,6,43,-9,26,-9,0,1,0,0,1,0,0,0,,,,,352021,N.A.//,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,8,2,2,5,8,7,14,1,11,6,11,7,2,2,7,11,2,1,11,11,3,7,8,2,7,2,7,7,6,11,10,12,7,6,13,8,6,9,6,8,6,10,13,6,2,7,2,12,3,6,2,7,14,11,7,2,8,15,2,2,11,6,7,13,7,10,6,8,5,2,6,2,7,7,2,7,10,0,0,0,0,0
